Name,SecId,Enhanced Index,Index Fund
BrandywineGLOBAL High Yield I,F00000WDZT,No,No
BrandywineGLOBAL High Yield IS,F00000WDZU,No,No
BrandywineGLOBAL High Yield C,F000016M98,No,No
Fintrust Income and Opportunity A,F00000WE7D,No,No
Fintrust Income and Opportunity Instl,F00000WE7E,No,No
Invesco International Select Equity A,F00000WE8T,No,No
Invesco International Select Equity C,F00000WE8U,No,No
Invesco International Select Equity R,F00000WE8V,No,No
Invesco International Select Equity Y,F00000WE8W,No,No
Invesco International Select Equity R5,F00000WE8X,No,No
Invesco International Select Equity R6,F00000WE8Y,No,No
Davenport Balanced Income,F00000WEGA,No,No
Glenmede High Yield Municipal,F00000WEIQ,No,No
Glenmede Responsible ESG US Equity,F00000WEIR,No,No
Glenmede Women in Leadership US Eq,F00000WEIS,No,No
Main BuyWrite I,F00000WEK6,No,No
PineBridge Dynamic Asset Allc Invt Svcng,F00000WETA,No,No
PineBridge Dynamic Asset Allc Instl,F00000WETB,No,No
Western Asset SMASh Series TF,F00000WETC,No,No
Nuance Concentrated Value L-S Instl,F00000WF21,No,No
Nuance Concentrated Value L-S Invt,F00000WF22,No,No
Marshfield Concentrated Opportunity,F00000WF6E,No,No
Hotchkis & Wiley International Value I,F00000WF6L,No,No
Morgan Stanley Pathway Infl-Lnkd F/I,F00000WFHK,No,No
Morgan Stanley Pathway Ultra-S/T F/I,F00000WFHL,No,No
GuidePath? Managed Futures Strat Svc,F00000WFTJ,No,No
GuidePath? Managed Futures Strat Instl,F00000WFTK,No,No
Braddock Multi-Strategy Income A,F00000WFVO,No,No
Braddock Multi-Strategy Income C,F00000WFVP,No,No
Braddock Multi-Strategy Income Instl,F00000WFVQ,No,No
Robinson Opportunistic Income A,F00000WFVU,No,No
Robinson Opportunistic Income Instl,F00000WFVV,No,No
Robinson Opportunistic Income C,F00000WFVW,No,No
American Funds Strategic Bond R-6,F00000WFZG,No,No
American Funds Strategic Bond R-5E,F00000WFZH,No,No
American Funds Strategic Bond R-5,F00000WFZI,No,No
American Funds Strategic Bond R-4,F00000WFZJ,No,No
American Funds Strategic Bond R-3,F00000WFZK,No,No
American Funds Strategic Bond R-2E,F00000WFZL,No,No
American Funds Strategic Bond R-2,F00000WFZM,No,No
American Funds Strategic Bond R-1,F00000WFZN,No,No
American Funds Strategic Bond F-2,F00000WFZO,No,No
American Funds Strategic Bond F-1,F00000WFZP,No,No
American Funds Strategic Bond C,F00000WFZQ,No,No
American Funds Strategic Bond A,F00000WFZS,No,No
American Funds Strategic Bond 529-F-1,F00000WFZT,No,No
American Funds Strategic Bond 529-E,F00000WFZU,No,No
American Funds Strategic Bond 529-C,F00000WFZV,No,No
American Funds Strategic Bond 529-A,F00000WFZX,No,No
American Funds Strategic Bond F3,F00000YDED,No,No
American Funds Strategic Bond 529-F-2,F000015YPG,No,No
American Funds Strategic Bond 529-F-3,F000015YPH,No,No
Tributary Nebraska Tax-Free Instl Plus,F00000WG01,No,No
Huber Mid Cap Value Inv,F00000WG02,No,No
Huber Mid Cap Value Instl,F00000WG03,No,No
Delaware Ivy Total Return Bd C,F00000WGCU,No,No
Delaware Ivy Total Return Bd I,F00000WGCV,No,No
Delaware Ivy Total Return Bd R6,F00000WGCW,No,No
Delaware Ivy Total Return Bd A,F00000WGCX,No,No
Nationwide Amundi Strat Inc A,F00000WH07,No,No
Nationwide Amundi Strat Inc C,F00000WH08,No,No
Nationwide Amundi Strat Inc R6,F00000WH09,No,No
Nationwide Amundi Strat Inc Instl Svc,F00000WH0A,No,No
Calamos Phineus Long/Short A,F00000WIE5,No,No
Calamos Phineus Long/Short C,F00000WIE6,No,No
Calamos Phineus Long/Short I,F00000WIE7,No,No
TCW New America Premier Equities I,F00000WJF3,No,No
TCW New America Premier Equities N,F00000WJF4,No,No
Harbor International Small Cap Instl,F00000WJMK,No,No
Harbor International Small Cap Admin,F00000WJML,No,No
Harbor International Small Cap Retire,F00000WJMM,No,No
Harbor International Small Cap Investor,F00000WJMN,No,No
1290 DoubleLine Dynamic Allocation I,F00000WK3Q,No,No
1290 DoubleLine Dynamic Allocation R,F00000WK3R,No,No
1290 DoubleLine Dynamic Allocation A,F00000WK3S,No,No
1290 Retirement 2060 I,F00000WK3V,No,No
1290 Retirement 2020 I,F00000WK3Z,No,No
1290 Retirement 2025 I,F00000WK42,No,No
1290 Retirement 2030 I,F00000WK47,No,No
1290 Retirement 2035 I,F00000WK4B,No,No
1290 Retirement 2040 I,F00000WK4F,No,No
1290 Retirement 2045 I,F00000WK4J,No,No
1290 Retirement 2050 I,F00000WK4N,No,No
1290 Retirement 2055 I,F00000WK4R,No,No
PIMCO Ca Muni Interm Val Instl,F00000W79A,No,No
PIMCO Ntnl Muni Interm Val Instl,F00000W79L,No,No
Swan Defined Risk Foreign A,F00000W79S,No,No
Swan Defined Risk Foreign C,F00000W79T,No,No
Swan Defined Risk Foreign I,F00000W79U,No,No
Swan Defined Risk US Small Cap A,F00000W79V,No,No
Swan Defined Risk US Small Cap C,F00000W79W,No,No
Swan Defined Risk US Small Cap I,F00000W79X,No,No
Quantified STF Advisor,F00000W79P,No,No
Quantified STF Investor,F00000W79R,No,No
Harbor Diversified Intl All Cp Instl,F00000W7A1,No,No
Harbor Diversified Intl All Cp Admin,F00000W7A2,No,No
Harbor Diversified Intl All Cp Inv,F00000W7A3,No,No
Harbor Diversified Intl All Cp Retire,F00000WOVM,No,No
Aristotle Value Equity I,F00000W7A4,No,No
Aristotle Small Cap Equity I,F00000W7A5,No,No
Boston Partners Emerg Mkts Dyn Eq Instl,F00000W7A6,No,No
Ensemble Fund,F00000W7FG,No,No
AMG River Road Focused Absolute Value I,F00000W7NG,No,No
AMG River Road Focused Absolute Value N,F00000W7NH,No,No
AMG River Road Focused Absolute Value Z,F00000ZCKZ,No,No
Dana Epiphany ESG Small Cap Eq Instl,F00000W7RK,No,No
Franklin Global Market Neutral IS,F00000W852,No,No
Franklin Global Market Neutral A,F00000W853,No,No
Franklin Global Market Neutral C,F00000W855,No,No
Franklin Global Market Neutral I,F00000W858,No,No
Preserver Alternative Opportunits Instl,F00000W8FP,No,No
FormulaFolios US Equity Institutional,F00000W8SE,No,No
FormulaFolios US Equity Investor,F00000W8SF,No,No
Voya Target Retirement 2060 I,F00000W59H,No,No
Voya Target Retirement 2060 A,F00000WG3T,No,No
Voya Target Retirement 2060 R6,F00000WG3U,No,No
Voya Target Retirement 2060 R,F000010BW2,No,No
Community Development A,F00000W59N,No,No
PGIM Global Dynamic Bond A,F00000W5HA,No,No
PGIM Global Dynamic Bond C,F00000W5HB,No,No
PGIM Global Dynamic Bond R6,F00000W5HC,No,No
PGIM Global Dynamic Bond Z,F00000W5HD,No,No
Counterpoint Tactical Equity A,F00000W5S3,No,No
Counterpoint Tactical Equity C,F00000W5S4,No,No
Counterpoint Tactical Equity I,F00000W5S5,No,No
Royce Global Financial Services Instl,F00000WGX8,No,No
Royce Global Financial Services Svc,FOUSA056SG,No,No
Weiss Alternative Multi-Stgy Fd Inv Cl,F00000W6BF,No,No
Weiss Alternative Multi-Strategy Fd Cl K,F00000W6BH,No,No
Martin Currie International Sust Eq A,F00000W6EU,No,No
Martin Currie International Sust Eq I,F00000W6FD,No,No
Martin Currie International Sust Eq IS,F00000W6FG,No,No
AB Income A,F00000W6GR,No,No
AB Income C,F00000W6GS,No,No
AB Income Advisor,F00000W6GT,No,No
AB Income Z,F00000W6GX,No,No
WP Smaller Companies Income Plus Instl,F00000W6NR,No,No
WP International Companies Inc Pls Instl,F00000W6NS,No,No
WP Income Plus Institutional,F00000W6NT,No,No
Nationwide Amundi Glbl Hi Yld A,F00000W51N,No,No
Nationwide Amundi Glbl Hi Yld C,F00000W51O,No,No
Nationwide Amundi Glbl Hi Yld R6,F00000W51P,No,No
Nationwide Amundi Glbl Hi Yld Instl Svc,F00000W51Q,No,No
Nationwide Emerging Mkts Dbt A,F00000W51R,No,No
Nationwide Emerging Mkts Dbt C,F00000W51S,No,No
Nationwide Emerging Mkts Dbt R6,F00000W51T,No,No
Nationwide Emerging Mkts Dbt Instl Svc,F00000W51U,No,No
Absolute Capital Asset Allocator A,F00000W520,No,No
Absolute Capital Asset Allocator Instl,F00000W521,No,No
Absolute Capital Asset Allocator Inv,F00000W522,No,No
Absolute Capital Defender A,F00000W523,No,No
Absolute Capital Defender Institutional,F00000W524,No,No
Absolute Capital Defender Investor,F00000W525,No,No
USAA Target Managed Allocation,F00000VTR6,No,No
USAA Global Equity Income,F00000VTR7,No,No
USAA Global Equity Income Institutional,F00000VTR8,No,No
Fulcrum Diversified Abslt Ret Spr Instl,F00000VTRF,No,No
Fulcrum Diversified Abslt Ret Instl,F00000VTRG,No,No
Trillium ESG Small/Mid Cap Inst,F00000VTRN,No,No
Palmer Square Ultra-Short Dur IG,F00000VTRP,No,No
Ladenburg Income A,F00000VU0W,No,No
Ladenburg Income C,F00000VU0X,No,No
Ladenburg Income I,F00000VU0Y,No,No
Ladenburg Income & Growth A,F00000VU0Z,No,No
Ladenburg Income & Growth C,F00000VU10,No,No
Ladenburg Income & Growth I,F00000VU11,No,No
Ladenburg Growth & Income A,F00000VU12,No,No
Ladenburg Growth & Income C,F00000VU13,No,No
Ladenburg Growth & Income I,F00000VU14,No,No
Ladenburg Growth A,F00000VU15,No,No
Ladenburg Growth C,F00000VU16,No,No
Ladenburg Growth I,F00000VU17,No,No
Ladenburg Aggressive Growth A,F00000VU18,No,No
Ladenburg Aggressive Growth C,F00000VU19,No,No
Ladenburg Aggressive Growth I,F00000VU1A,No,No
Tactical Dividend & Momentum A,F00000VW9B,No,No
Tactical Dividend & Momentum C,F00000VW9C,No,No
Tactical Dividend & Momentum I,F00000VW9D,No,No
Tactical Dividend & Momentum R,F00000VW9E,No,No
T. Rowe Price Em Mkts Discv Stk,F00000VWQM,No,No
T. Rowe Price Em Mkts Discv Stk Adv,F00000VWQO,No,No
T. Rowe Price Em Mkts Discv Stk I,F00000YM04,No,No
T. Rowe Price Em Mkts Discv Stk Z,F000014VOO,No,No
Zevenbergen Growth Investor,F00000VX75,No,No
Zevenbergen Growth Institutional,F00000VX76,No,No
Zevenbergen Genea Investor,F00000VX77,No,No
Zevenbergen Genea Institutional,F00000VX78,No,No
Anchor Risk Mgd Credit Strategies Instl,F00000VX90,No,No
Anchor Risk Mgd Credit Strategies Adv,F000015FMU,No,No
Deer Park Total Return Credit A,F00000VXDS,No,No
Deer Park Total Return Credit C,F00000VXDT,No,No
Deer Park Total Return Credit I,F00000VXDU,No,No
JNL/DoubleLine? Shiller Enhanced CAPE? A,F00000VXSN,Yes,No
JNL/DoubleLine? Shiller Enhanced CAPE? I,F00000VXSO,Yes,No
Oakhurst Shrt Dur Hi Yld Crdt Instl,F00000VYLC,No,No
Touchstone Ares Credit Opps A,F00000VYXS,No,No
Touchstone Ares Credit Opps C,F00000VYXT,No,No
Touchstone Ares Credit Opps Y,F00000VYXU,No,No
Touchstone Ares Credit Opps I,F00000VYXV,No,No
Goldman Sachs Global Infras A,F00000VYYB,No,No
Goldman Sachs Global Infras C,F00000VYYC,No,No
Goldman Sachs Global Infras Instl,F00000VYYD,No,No
Goldman Sachs Global Infras Inv,F00000VYYE,No,No
Goldman Sachs Global Infras R,F00000VYYF,No,No
Goldman Sachs Global Infras R6,F00000VYYG,No,No
Goldman Sachs Global Infras P,F000010DQT,No,No
Goldman Sachs Global Rl Estt Secs Inv,F00000VYYH,No,No
Goldman Sachs Global Rl Estt Secs R,F00000VYYI,No,No
Goldman Sachs Global Rl Estt Secs R6,F00000VYYJ,No,No
Goldman Sachs Global Rl Estt Secs A,F00000VYYK,No,No
Goldman Sachs Global Rl Estt Secs C,F00000VYYL,No,No
Goldman Sachs Global Rl Estt Secs Instl,F00000VYYM,No,No
Goldman Sachs Global Rl Estt Secs P,F000010DQU,No,No
Baird Short-Term Municipal Bond Instl,F00000VYYP,No,No
Baird Short-Term Municipal Bond Investor,F00000VYYQ,No,No
Baird Core Intermediate Municpl Bd Inv,F00000VYYR,No,No
Baird Core Intermediate Municpl Bd Instl,F00000VYYZ,No,No
Clarkston Partners Founders,F00000VZ4K,No,No
Clarkston Partners Institutional,F00000VZ4L,No,No
Clarkston Institutional,F00000VZ4M,No,No
Pinnacle Sherman Multi-Strategy Core A,F00000VZAP,No,No
Pinnacle Sherman Multi-Strategy Core C,F00000VZAR,No,No
Pinnacle Sherman Multi-Strategy Core I,F00000VZAT,No,No
Empower Small Cap Growth Investor,F00000VZZ0,No,No
Empower Small Cap Growth Instl,F00000VZZ2,No,No
Virtus Duff & Phelps Sel MLP & Engy A,F00000VZZ4,No,No
Virtus Duff & Phelps Sel MLP & Engy C,F00000VZZ5,No,No
Virtus Duff & Phelps Sel MLP & Engy I,F00000VZZ6,No,No
Bridge Builder Municipal Bond,F00000W06Q,No,No
MFS Blended Research Em Mkts Eq A,F00000W0OO,No,No
MFS Blended Research Em Mkts Eq B,F00000W0OP,No,No
MFS Blended Research Em Mkts Eq C,F00000W0OQ,No,No
MFS Blended Research Em Mkts Eq I,F00000W0OR,No,No
MFS Blended Research Em Mkts Eq R1,F00000W0OS,No,No
MFS Blended Research Em Mkts Eq R2,F00000W0OT,No,No
MFS Blended Research Em Mkts Eq R3,F00000W0OU,No,No
MFS Blended Research Em Mkts Eq R4,F00000W0OV,No,No
MFS Blended Research Em Mkts Eq R6,F00000W0OW,No,No
MFS Blended Research Intl Eq A,F00000W0P6,No,No
MFS Blended Research Intl Eq B,F00000W0P7,No,No
MFS Blended Research Intl Eq C,F00000W0P8,No,No
MFS Blended Research Intl Eq I,F00000W0P9,No,No
MFS Blended Research Intl Eq R1,F00000W0PA,No,No
MFS Blended Research Intl Eq R2,F00000W0PB,No,No
MFS Blended Research Intl Eq R3,F00000W0PC,No,No
MFS Blended Research Intl Eq R4,F00000W0PD,No,No
MFS Blended Research Intl Eq R6,F00000W0PE,No,No
MFS Blended Research Growth Eq A,F00000W0PG,No,No
MFS Blended Research Growth Eq B,F00000W0PH,No,No
MFS Blended Research Growth Eq C,F00000W0PI,No,No
MFS Blended Research Growth Eq I,F00000W0PJ,No,No
MFS Blended Research Growth Eq R1,F00000W0PK,No,No
MFS Blended Research Growth Eq R2,F00000W0PL,No,No
MFS Blended Research Growth Eq R3,F00000W0PM,No,No
MFS Blended Research Growth Eq R4,F00000W0PN,No,No
MFS Blended Research Growth Eq R6,F00000W0PO,No,No
MFS Blended Research Small Cap Eq A,F00000W0PP,No,No
MFS Blended Research Small Cap Eq B,F00000W0PQ,No,No
MFS Blended Research Small Cap Eq C,F00000W0PR,No,No
MFS Blended Research Small Cap Eq I,F00000W0PS,No,No
MFS Blended Research Small Cap Eq R1,F00000W0PT,No,No
MFS Blended Research Small Cap Eq R2,F00000W0PU,No,No
MFS Blended Research Small Cap Eq R3,F00000W0PV,No,No
MFS Blended Research Small Cap Eq R4,F00000W0PW,No,No
MFS Blended Research Small Cap Eq R6,F00000W0PX,No,No
MFS Blended Research Value Equity A,F00000W0PY,No,No
MFS Blended Research Value Equity B,F00000W0PZ,No,No
MFS Blended Research Value Equity C,F00000W0Q0,No,No
MFS Blended Research Value Equity I,F00000W0Q1,No,No
MFS Blended Research Value Equity R1,F00000W0Q2,No,No
MFS Blended Research Value Equity R2,F00000W0Q3,No,No
MFS Blended Research Value Equity R3,F00000W0Q4,No,No
MFS Blended Research Value Equity R4,F00000W0Q5,No,No
MFS Blended Research Value Equity R6,F00000W0Q6,No,No
Thornburg Better World International A,F00000W0WD,No,No
Thornburg Better World International C,F00000W0WE,No,No
Thornburg Better World International I,F00000W0WF,No,No
American Century One Choice 2060 Inv,F00000W1TR,No,No
American Century One Choice 2060 I,F00000W1TS,No,No
American Century One Choice 2060 A,F00000W1TT,No,No
American Century One Choice 2060 C,F00000W1TU,No,No
American Century One Choice 2060 R,F00000W1TV,No,No
American Century One Choice 2060 R6,F00000W1TW,No,No
Fidelity Advisor? Multi-Asset Income A,F00000W20A,No,No
Fidelity Advisor? Multi-Asset Income M,F00000W20B,No,No
Fidelity Advisor? Multi-Asset Income C,F00000W20C,No,No
Fidelity Advisor? Multi-Asset Income I,F00000W20D,No,No
Fidelity? Multi-Asset Income,F0000101MM,No,No
Fidelity Advisor? Multi-Asset Income Z,F000010TXJ,No,No
Dimensional Retirement Income Instl,F00000W2HF,No,No
Dimensional 2010 Target Dt Rtr Inc Instl,F00000W2HH,No,No
Dimensional 2015 Target Dt Rtr Inc Instl,F00000W2HI,No,No
Dimensional 2020 Target Dt Rtr Inc Instl,F00000W2HJ,No,No
Dimensional 2025 Target Dt Rtr Inc Instl,F00000W2HK,No,No
Dimensional 2030 Target Dt Rtr Inc Instl,F00000W2HL,No,No
Dimensional 2035 Target Dt Rtr Inc Instl,F00000W2HM,No,No
Dimensional 2040 Target Dt Rtr Inc Instl,F00000W2HN,No,No
Dimensional 2045 Target Dt Rtr Inc Instl,F00000W2HO,No,No
Dimensional 2050 Target Dt Rtr Inc Instl,F00000W2HP,No,No
Dimensional 2055 Target Dt Rtr Inc Instl,F00000W2HQ,No,No
Dimensional 2060 Target Dt Rtr Inc Instl,F00000W2HR,No,No
T. Rowe Price Retirement I 2005 I,F00000W2HS,No,No
T. Rowe Price Retirement I 2050 I,F00000W2HT,No,No
T. Rowe Price Retirement I 2055 I,F00000W2HU,No,No
T. Rowe Price Retirement I 2060 I,F00000W2HV,No,No
T. Rowe Price Retirement Balanced I,F00000W2HW,No,No
T. Rowe Price Retirement I 2010 I,F00000W2HX,No,No
T. Rowe Price Retirement I 2015 I,F00000W2HY,No,No
T. Rowe Price Retirement I 2020 I,F00000W2HZ,No,No
T. Rowe Price Retirement I 2025 I,F00000W2I0,No,No
T. Rowe Price Retirement I 2030 I,F00000W2I1,No,No
T. Rowe Price Retirement I 2035 I,F00000W2I2,No,No
T. Rowe Price Retirement I 2040 I,F00000W2I3,No,No
T. Rowe Price Retirement I 2045 I,F00000W2I4,No,No
SEI Global Managed Volatility A (SIIT),F00000W2MX,No,No
Amana Participation Investor,F00000W2P1,No,No
Amana Participation Institutional,F00000W2P2,No,No
Invesco Short Duration High Yld Muni A,F00000W30E,No,No
Invesco Short Duration High Yld Muni C,F00000W30F,No,No
Invesco Short Duration High Yld Muni Y,F00000W30G,No,No
Invesco Short Duration High Yld Muni R5,F00000W30H,No,No
Invesco Short Duration High Yld Muni R6,F00000YRV7,No,No
Securian AM Balanced Stabilization Instl,F00000W30J,No,No
Securian AM Equity Stabilization Instl,F00000W30L,No,No
Delaware Ivy Strategic Income A,F00000W3C8,No,No
Delaware Ivy Strategic Income C,F00000W3C9,No,No
Delaware Ivy Strategic Income I,F00000W3CA,No,No
Delaware Ivy Strategic Income R6,F00000W3CB,No,No
Delaware Ivy Strategic Income Y,F00000W3CC,No,No
Delaware Ivy Multi-Asset Income Y,F00000W3CD,No,No
Delaware Ivy Multi-Asset Income A,F00000W3CE,No,No
Delaware Ivy Multi-Asset Income C,F00000W3CF,No,No
Delaware Ivy Multi-Asset Income I,F00000W3CG,No,No
Delaware Ivy Apollo Multi-Asset Inc R6,F00000W3CH,No,No
WCM International Small Cap Growth Instl,F00000W3CI,No,No
North Square Dynamic Small Cap I,F00000W3CK,No,No
BlackRock Sustainable Adg Lg Cp Cr A,F00000W3U9,No,No
BlackRock Sustainable Adg Lg Cp Cr C,F00000W3UA,No,No
BlackRock Sustainable Adg Lg Cp Cr Instl,F00000W3UB,No,No
BlackRock Sustainable Adg Lg Cp Cr K,F00000WLFY,No,No
Catalyst/Millburn Dynamic Cmdty Stgy A,F00000VTQV,No,No
Catalyst/Millburn Dynamic Cmdty Stgy C,F00000VTQW,No,No
Catalyst/Millburn Dynamic Cmdty Stgy I,F00000VTQX,No,No
Vanguard Alternative Strategies Investor,F00000VEFS,No,No
Lord Abbett Short Dur Hi Inc Muni Bd A,F00000VEFW,No,No
Lord Abbett Short Dur Hi Inc Muni Bd C,F00000VEFX,No,No
Lord Abbett Short Dur Hi Inc Muni Bd F,F00000VEFY,No,No
Lord Abbett Short Dur Hi Inc Muni Bd I,F00000VEFZ,No,No
Lord Abbett Short Dur Hi Inc Muni Bd F3,F00000YRCX,No,No
DFA Targeted Credit Institutional,F00000VF5L,No,No
DFA NY Municipal Bond Institutional,F00000VF5K,No,No
Lazard Emerging Markets Eq Advtg Instl,F00000VH5N,No,No
Lazard Emerging Markets Eq Advtg Open,F00000VH5O,No,No
Lazard International Equity Advtg Instl,F00000VH5Q,No,No
Lazard International Equity Advtg Open,F00000VH5R,No,No
Lazard Managed Equity Volatility Instl,F00000VH5T,No,No
Lazard Managed Equity Volatility Open,F00000VH5U,No,No
Artisan Developing World Investor,F00000VH65,No,No
Artisan Developing World Advisor,F00000VH66,No,No
Artisan Developing World Institutional,F00000VH67,No,No
Hartford Sustainable Municipal Bond A,F00000VH68,No,No
Hartford Sustainable Municipal Bond C,F00000VH69,No,No
Hartford Sustainable Municipal Bond I,F00000VH6A,No,No
Hartford Sustainable Municipal Bond F,F00000YLOL,No,No
Hartford Municipal Short Duration A,F00000VH6B,No,No
Hartford Municipal Short Duration C,F00000VH6C,No,No
Hartford Municipal Short Duration I,F00000VH6D,No,No
Hartford Municipal Short Duration F,F00000YLOM,No,No
State Street International Val Sptlgt K,F00000VDNU,No,No
BlackRock Systematic Multi-Strat Inv A,F00000VDR3,No,No
BlackRock Systematic Multi-Strat Inv C,F00000VDR4,No,No
BlackRock Systematic Multi-Strat Instl,F00000VDR5,No,No
BlackRock Systematic Multi-Strat K,F000015JOV,No,No
Russell Inv Tax-Exempt High Yield Bd A,F00000VDZ6,No,No
Russell Inv Tax-Exempt High Yield Bd C,F00000VDZ7,No,No
Russell Inv Tax-Exempt High Yield Bd S,F00000VDZ9,No,No
Russell Inv Tax-Exempt High Yield Bd M,F00000Y9PZ,No,No
Victory Munder Small Cap Growth A,F00000VDDC,No,No
Victory Munder Small Cap Growth I,F00000VDDD,No,No
Victory Munder Small Cap Growth Y,F00000VDDE,No,No
Payden Emerging Markets Corp Bd Investor,F00000Q7B0,No,No
Payden Emerging Markets Corp Bd SI,F00000QQLH,No,No
Payden Floating Rate Investor,F00000Q7B1,No,No
Payden Floating Rate SI,F00000QQLF,No,No
Fidelity? Conservative Inc Muni Bd,F00000Q7LN,No,No
Fidelity? Conservative Inc Muni Bd Instl,F00000Q7LO,No,No
Calvert Green Bond A,F00000Q87D,No,No
Calvert Green Bond I,F00000Q87F,No,No
Calvert Green Bond R6,F000011XK4,No,No
Fidelity Advisor? Series Small Cap,F00000Q87L,No,No
Fidelity Advisor? Series Growth Opps,F00000Q87M,No,No
Fidelity? Series Blue Chip Growth,F00000Q87N,No,No
Horizon Active Asset Allocation Investor,F00000NBKY,No,No
Horizon Active Asset Allocation A,F00000SJ9Y,No,No
Horizon Active Asset Allocation I,F00000SJ9Z,No,No
Fidelity? Series Short-Term Credit,F00000V7BW,No,No
Frontier MFG Global Plus Institutional,F00000V7BU,No,No
Frontier MFG Global Plus Service,F00000WQPE,No,No
Columbia US Social Bond A,F00000V7KS,No,No
Columbia US Social Bond C,F00000V7KT,No,No
Columbia US Social Bond Adv,F00000V7KU,No,No
Columbia US Social Bond Inst2,F00000V7KV,No,No
Columbia US Social Bond Inst,F00000V7KW,No,No
Columbia US Social Bond Inst3,F00000Y77N,No,No
Saturna Sustainable Equity,F00000V7L6,No,No
Saturna Sustainable Bond,F00000V7L7,No,No
Sit Small Cap Dividend Growth I,F00000V7WF,No,No
Sit Small Cap Dividend Growth S,F00000V7WG,No,No
Athena Behavioral Tactical A,F00000V7WH,No,No
Athena Behavioral Tactical I,F00000V7WK,No,No
AlphaCentric Income Opportunities A,F00000V889,No,No
AlphaCentric Income Opportunities C,F00000V88A,No,No
AlphaCentric Income Opportunities I,F00000V88B,No,No
Gotham Index Plus Institutional,F00000V88F,Yes,No
Gotham Index Plus Investor,F00000ZK9J,Yes,No
Gotham Total Return Institutional,F00000V88G,No,No
Gotham Total Return Investor,F00000ZK9K,No,No
DWS CROCI US A,F00000V8KM,No,No
DWS CROCI US C,F00000V8KN,No,No
DWS CROCI US Inst,F00000V8KO,No,No
DWS CROCI US R6,F00000V8KP,No,No
DWS CROCI US S,F00000V8KQ,No,No
DWS CROCI US R,F00000Y8GJ,No,No
DWS CROCI US T,F00000YOYU,No,No
ClearBridge Sustainability Leaders A,F00000V8KR,No,No
ClearBridge Sustainability Leaders C,F00000V8KT,No,No
ClearBridge Sustainability Leaders FI,F00000V8KU,No,No
ClearBridge Sustainability Leaders R,F00000V8KV,No,No
ClearBridge Sustainability Leaders I,F00000V8KW,No,No
ClearBridge Sustainability Leaders IS,F00000V8KX,No,No
JNL Multi-Manager Alternative A,F00000V8KY,No,No
JNL Multi-Manager Alternative I,F00000Z2A3,No,No
JNL/Harris Oakmark Global Equity A,F00000V8KZ,No,No
JNL/Harris Oakmark Global Equity I,F00000V8L0,No,No
JNL/Westchester Capital Event Driven A,F00000V8L3,No,No
JNL/Westchester Capital Event Driven I,F00000V8L4,No,No
DoubleLine Strategic Commodity I,F00000V9AN,No,No
DoubleLine Strategic Commodity N,F00000V9AO,No,No
PIMCO RAE Emerging Markets Instl,F00000VAGX,No,No
PIMCO RAE Emerging Markets I-2,F00000VAGY,No,No
PIMCO RAE Emerging Markets A,F00000VAH1,No,No
PIMCO RAE Global ex-US Instl,F00000VAHB,No,No
PIMCO RAE Global ex-US I-2,F00000VAHC,No,No
PIMCO RAE Global ex-US A,F00000VAHF,No,No
PIMCO RAE International Instl,F00000VAHI,No,No
PIMCO RAE International I-2,F00000VAHJ,No,No
PIMCO RAE International A,F00000VAHM,No,No
PIMCO RAE US Instl,F00000VAHP,No,No
PIMCO RAE US I-2,F00000VAHQ,No,No
PIMCO RAE US A,F00000VAHT,No,No
PIMCO RAE US Small Instl,F00000VAHW,No,No
PIMCO RAE US Small I-2,F00000VAHX,No,No
PIMCO RAE US Small A,F00000VAI0,No,No
Westwood Alternative Income Ultra,F00000VB4U,No,No
Westwood Alternative Income Instl,F00000VB4V,No,No
Westwood Alternative Income A,F000014S74,No,No
Westwood Alternative Income C,F000014S75,No,No
Brown Capital Mgmt Intl Sm Co Instl,F00000VBJW,No,No
Brown Capital Mgmt Intl Sm Co Inv,F00000VBJX,No,No
SMI Multi-Strategy,F00000VBJZ,No,No
Martin Currie Emerging Markets A,F00000VC0G,No,No
Martin Currie Emerging Markets C,F00000VC0I,No,No
Martin Currie Emerging Markets FI,F00000VC0J,No,No
Martin Currie Emerging Markets I,F00000VC0L,No,No
Martin Currie Emerging Markets IS,F00000VC0M,No,No
Spectrum Active Advantage Investor,F00000VC8A,No,No
Matthews Emerging Markets Sust Fut Inv,F00000VCM0,No,No
Matthews Emerging Markets Sust Fut Inst,F00000VCM1,No,No
Franklin LifeSmart 2055 Ret Trgt A,F00000VCM2,No,No
Franklin LifeSmart 2055 Ret Trgt C,F00000VCM3,No,No
Franklin LifeSmart 2055 Ret Trgt R,F00000VCM4,No,No
Franklin LifeSmart 2055 Ret Trgt R6,F00000VCM5,No,No
Franklin LifeSmart 2055 Ret TrgtAdv,F00000VCM6,No,No
Applied Finance Explorer Investor,F00000VCMJ,No,No
Applied Finance Explorer Institutional,F00000VCMK,No,No
Waycross Long/Short Equity,F00000VCML,No,No
Brown Advisory Global Leaders Instl,F00000VCMM,No,No
Brown Advisory Global Leaders Investor,F00000VCMN,No,No
Parametric TABS 1to10 Year Ldrd Mn Bd A,F00000VCWW,No,No
Parametric TABS 1to10 Year Ldrd Mn Bd C,F00000VCWX,No,No
Parametric TABS 1to10 Year Ldrd Mn Bd I,F00000VCWY,No,No
Parametric TABS 10to20 Yr Ldrd Mn Bd A,F00000VCWZ,No,No
